,0,aspect,prediction
1635,i took perfect care of this player and still it died in the week after the lousy 90 day warranty ended . ,player!-,care!perfect|player!perfect|warranty!lousy|day!lousy
1636,nearly 4000 songs went up in smoke . ,,
1637,"the software is not good either and the driver has trouble working with other sound blaster products , which is very dumb . ",software!-,software!good|blaster!other
1638,"ok , im writing yet another review , about a week from my previous one . ",,|week!previous
1639,"honestly , i love this player . ",player!+,player!love
1640,"one horrible flaw , or mayybe more than one . ",,
1641,"once again , the sound is awesome , the batterly life is only 6-8 hours , and that is because all my music is 320 kbps which does affect the battery life . ",sound!+,sound!awesome|life!batterly|battery!batterly
1642,"ok so i donno about what other people said , how the player breaks and stuff , and the headfone jack , fortunately that did not happen to me . ",,player!breaks|jack!fortunately|ok!jack|stuff!player|headfone!ok
1643,"however , my hard drive did fail , and i have not dropped it once . ",hard drive!-,drive!fail
1644,"therefore im saying im returning it right now , and i will see wat happens with my next zen xtra ( same replacement ) . ",,|xtra!next|zen!next|replacement!same|replacement!next
1645,"if that one fails too , and i hope if it does , let it happen in the first 90 days , not later , cuz thats the warranty . ",,
1646,"if it does , ill give up . ",,
1647,"basically wat happened , is that the hard drive failed . ",,drive!failed
1648,thats it . ,,
1649,"i cant do anything about it , and i have to send back . ",,
1650,"the only good thing about this whole process , is that im getting like a 34 dollar amount back , because of the price difference between when i bought it , and now . ",,thing!good|process!good
1651,"basically u can see that i have given the player 3 stars , instead of 1 . ",,
1652,you know why ? ,,
1653,"because other people that complain about this player are talking bull , this player is awesome , it just breaks fast , which is horrible . ",break!+,player!awesome
1654,"now honestly , i love this player , but with all seriousness , i would not recommend it to other people , because of the breakdown flaw. and i honestly would not recomment the people of the ipod , that crap sucks big donkey ..... never mind . ",,player!love
1655,i hope my next player doesnt breakdown . . ,,
1656,"honestly , the best players without any flaws were the goddam cd players . ",,goddam!best|cd!best
1657,this is all i have to say . ,,
1658,what a junk . ,player!-,
1659,every time nomad thinks the file is corrupt the os freezes . ,freeze!-,file!corrupt|os!freezes|time!nomad
1660,the only way to recover is to plug the power cord and go into recovery mode . ,,|way!only
1661,so if you happen to be out of the house and you have a frozen os you can 't use nomad until you get home . ,,nomad!frozen
1662,after os froze twice on me in the subway i returned the jukebox . ,,
1663,the reviews of this product can be roughly divided into two groups : ( 1 ) those who have had the product for a few weeks and ( 2 ) those have had the product for a few months . ,,
1664,those who have had the nomad for a few weeks are mostly thrilled with it . ,,|nomad!few
1665,the price is way below an ipod of the same size . ,,|size!same|ipod!same
1666,the nomad is only sligtly larger than an ipod . ,,|ipod!nomad
1667,the sound quality is very good . ,sound quality!+,quality!good
1668,"the controls are somewhat harder to use , and there are some oddities about the software tagging system , but most people can live with this . ",control!-,
1669,"because of the large capacity of the nomad , owners can load hundreds of cds on to it . ",,|capacity!large|nomad!large
1670,"for most people , they can carry around all or almost all of their music collection . ",,
1671,having access to so much music where ever you go is terrific . ,storage!+,access!terrific|music!much
1672,they fall in love with the product . ,,
1673,and then it breaks . ,,
1674,usually around the time the 90 day warranty expires . ,,
1675,"typically , the problem is the headphone jack -- it was for me and many others . ",headphone jack!-,jack!problem|headphone!problem
1676,the nomad is sent back to creative labs . ,,
1677,"they decide that the owner was responsible for the damage and so even if it is returned within the warranty period , creative will charge you to fix it . ",,|owner!responsible|damage!owner
1678,"in my case , the bill was $ 81 , about a third of what i paid for it . ",,
1679,"like many others , i had not abused the product , and had tried to take care of it . ",,product!abused
1680,"if my level of care was n't good enough , i had to expect that even if i paid to have it fixed it would break again in a month or two . ",,level!good|care!good
1681,"i 'm convinced by my own experience and that of many other people who have posted here who have had the same experience that the product is defectively designed , and will not hold up to normal use . ",design!-,|experience!own|use!normal
1682,the headphone jack seems to be a major problem . ,headphone jack!-,jack!problem|problem!jack
1683,"the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily . ",front cover!-,|thing!other|cover!front
1684,the headphone jack failure seems to occur just about when the warrranty period is to expire . ,headphone jack!-,period!expire
1685,"even if it has n't expired , creative is likely to claim that the owner caused the damage which in turn voids the warranty . ",,owner!damage|damage!owner
1686,and most stores will not take back a product 90 days after purchase . ,,
1687,"this means that you will have the nomad long enough to load a lot of music on to it , and get used to having it . ",,nomad!enough|lot!enough
1688,"so when it breaks , as it will , you will find yourself very disappointed and depressed at the loss of the nomad . ",,
1689,you will find it very hard or impossible to get you money back . ,,
1690,you will have a very expensive paperweight . ,,paperweight!expensive
1691,there are not a lot of good options out there . ,,lot!good
1692,"most people say buy an ipod , but they are pretty expensive and also require you to send the product back to the factory just to replace the battery . ",,
1693,my suggestion is to wait to see how the market develops . ,,
1694,"maybe creative will come out with a better design , although it will be hard for me and its other customers to trust it again . ",,design!better|design!creative
1695,maybe more competitors will bring out similar products . ,,
1696,and maybe the answer is to buy an ipod . ,,
1697,"whatever you do , do n't buy this product . ",,
1698,you will be sorry if you do . ,,
1699,i am a soldier serving in baghdad right now . ,,
1700,i bought the nomad when i went home on leave and it worked great for about a month . ,,
1701,"the other day when i was listening to a song , it locked up and will not do anything now . ",lock up!-,|day!other
1702,it says i have a harddisk problem . ,,
1703,and since i 'm out here i can 't mail it back under my 90 days and they wo n't help me out cause they say that the conditions here are not covered under the warranty . ,,
1704,it worked good for a while . ,,
1705,it did lock up on me a couple of times . ,,
1706,and then it just froze and now i 'm out $ 300 for their piece of junk . ,,
