review,target,domain,aspect
"in reality , these are the only drawbacks this camera has , much less than many other models ! ",0,Nikon_coolpix_4300.txt,
"it is easy to "" focus "" in on the drawbacks , so do n't think i hate this camera . ",0,Nikon_coolpix_4300.txt,
it really is an awesome camera that is hard to beat for general-to moderate snapping . ,1,Nikon_coolpix_4300.txt,camera[+3]
"for work , we use them in the field often , and they hold up really well . ",0,Nikon_coolpix_4300.txt,
they take excellent macro shots as well . ,1,Nikon_coolpix_4300.txt,macro[+2]
"the menus and features are easy to manipulate and access , and it takes silent movies . ",1,Nikon_coolpix_4300.txt,menu[+2]
"i compared this to a lot of other cameras , believe me , it 's value for money . ",1,Nikon_coolpix_4300.txt,camera[+2]
the picturers are amazing . ,1,Nikon_coolpix_4300.txt,picture[+3]
"do n't waste time looking at anything else , just buy this one . ",0,Nikon_coolpix_4300.txt,
it do n't get any better then the nikon 4300 . ,0,Nikon_coolpix_4300.txt,
"i am a nikon fan , and owned and used slr nikon fe , n50 and n90s for many many years . ",0,Nikon_coolpix_4300.txt,
"recently bought this coolpix 4300 along with a 256mb ultra flash card . as expected , i happily found that qualities of the picture are excellent with 3m-4m pixel / fine combos and many of the user-friendly functions are very similar to slr models , and with added convenience of a digital camera that you can see pictures immediately . ",1,Nikon_coolpix_4300.txt,"picture quality[+2],function[+2]"
"i particularly like the "" txt "" file which records all the control information for all the pictures you take. ",1,Nikon_coolpix_4300.txt,txt file[+2]
the compact digital camera is especially useful if you have little children around and you can always take the camera with you and take many pictures of them . ,1,Nikon_coolpix_4300.txt,size[+2][u]
"try to buy a high capacity ultra card , as it 's 2x as faster as the regular cf card . ",0,Nikon_coolpix_4300.txt,
"consider the time you save during picture taking especially not missing a good moment and during download , it 's well worth the little extra money . ",0,Nikon_coolpix_4300.txt,
"an extra rechargeable en-el 1 battery is also handy , so you will seldom run into "" out of battery "" situation . ",0,Nikon_coolpix_4300.txt,
use the rechargeable because that saves you money and helps the environment in a long run . ,0,Nikon_coolpix_4300.txt,
"one thing puzzles me is that for "" fine and 2200 + "" quality pictures , one ultra 256mb cf card can only hold 130-140 pics , but the size of the pictures are only around 1.2 mb , the math does not add up . ",0,Nikon_coolpix_4300.txt,
i would expecct the card to hold over 200 pictures for size of 1.2 mb/per . ,0,Nikon_coolpix_4300.txt,
anybody can explain that ? ,0,Nikon_coolpix_4300.txt,
"a nikon will make you happier and leave you lots of good memories , as always . ",1,Nikon_coolpix_4300.txt,nikon[+3]
i highly recommend this camera to anyone looking for a good digital camera that takes great pictures yet does n't take weeks to figure out how to operate . ,1,Nikon_coolpix_4300.txt,"camera[+3],picture[+2]"
we take this camera with us everywhere and are constantly amazed at the quality of the pictures that we get and the number of different ways the camera allows for pictures to be taken . ,1,Nikon_coolpix_4300.txt,picture quality[+2]
i am a picture fanatic so i consider myself picky and if your the same way this camera will not let you down.now buy it ! ,1,Nikon_coolpix_4300.txt,camera[+3]
"first of all , let 's start with my needs : 1 $ 500 budget 2 4mp resolution , 3 optical clarity and color , 4 fast - very little shutter lag and quick sep-up for next picture , 5 compact size , and 6 good camera grip to minimize camera shake . ",0,Nikon_coolpix_4300.txt,
"for three months , i 've researched the internet and magazines , queried various sales personnel , and took hands-on in-store test drives . ",0,Nikon_coolpix_4300.txt,
and i finally settled on the nikon coolpix 4300 . ,0,Nikon_coolpix_4300.txt,
"i have it for a week now , and this camera has exceeded my expectations . ",1,Nikon_coolpix_4300.txt,camera[+3]
the daylight pictures are brilliant and the indoor shots are very good provided that your subject is no more than about 8 feet away . ,1,Nikon_coolpix_4300.txt,"picture[+2],indoor shot[+1]"
the shutter lag is on par with what i 've experienced with point and shoot 35mm and aps film cameras and the next frame advance is about a couple seconds using a high speed 12x 128mb compact flash card a salesperson recommended the high speed card since next frame advance speed was important to me - and it was only a few dollars more . ,0,Nikon_coolpix_4300.txt,
uploading the images to my windows-based pc is very fast and simple . ,1,Nikon_coolpix_4300.txt,image download[+2][u]
"the only drawbacks i 've encountered are : 1 indoor shots from a distance > 8ft lack contrast and color , but i 've found this to be a problem with all cameras with built-in flashes that i 've used even on a nikon slr . ",1,Nikon_coolpix_4300.txt,indoor shot[-1]
"right now , i 'm researching for an inexpensive slave flash unit that 's designed for digital cameras . ",0,Nikon_coolpix_4300.txt,
2 the battery life seems to be on the short side but adequate for most situations . ,1,Nikon_coolpix_4300.txt,battery life[-1]
i got 45 outdoor and 15 indoor shots with the monitor on turning the camera off and on over a 4 hour period before the battery died . ,0,Nikon_coolpix_4300.txt,
an extra for a back-up battery would be a good investment . ,0,Nikon_coolpix_4300.txt,
"3 the picture editing software it came with is adequate , but not very robust . ",1,Nikon_coolpix_4300.txt,software[-1]
i 'll still use my photosuite for editing . ,0,Nikon_coolpix_4300.txt,
one more thing about indoor shots - many of the reviews knocked this camera for low light focusing . ,0,Nikon_coolpix_4300.txt,
"just for the heck of it , i took it into my dark kitchen with only indirect light coming in though the door , and the focusing was just fine . ",0,Nikon_coolpix_4300.txt,
"in summary , i love this camera and would whole-heartedly recommend this to anyone wanting a high quality point and shoot camera in the medium price range . ",1,Nikon_coolpix_4300.txt,camera[+3]
"- since i wrote the review above in january 2003 , i still love this camera . ",0,Nikon_coolpix_4300.txt,
i 've picked up a few accessories that i found to be useful . ,0,Nikon_coolpix_4300.txt,
i bought a digi-slave dsf-1s flash unit . ,0,Nikon_coolpix_4300.txt,
"i do n't use a bracket , i just hold it above my head and aim the flash with my left hand . ",0,Nikon_coolpix_4300.txt,
"i also got a ur-e 4 step down ring adapter , lc-e 900 lens cap , and the nikon 28mm filter set . ",0,Nikon_coolpix_4300.txt,
this provides added protection for the camera lens and allows the use of filters . ,0,Nikon_coolpix_4300.txt,
i leave the adapter and uv filter on all the time . ,0,Nikon_coolpix_4300.txt,
this also allows you to turn on the camera on without having to remove the lens cap . ,0,Nikon_coolpix_4300.txt,
"the downside is that you might accidentally take pictures with the lens cap on , the camera wo n't fit in the small cases , and 28mm filters are expensive and hard to find . ",0,Nikon_coolpix_4300.txt,
great camera . ,1,Nikon_coolpix_4300.txt,camera[+2]
i am impressed with how easy this camera is to use . ,1,Nikon_coolpix_4300.txt,use[+2]
it takes great pictures . ,1,Nikon_coolpix_4300.txt,picture[+2]
"the manual is easy to understand , and it is mostly idiot proof . ",1,Nikon_coolpix_4300.txt,manual[+2]
"it is small , unlike my canon slr , so it easily fits in my pocket . ",1,Nikon_coolpix_4300.txt,size[+2][u]
i have not yet figured out how to make it snap quick pictures for action shots . ,0,Nikon_coolpix_4300.txt,
now where did i put that manual ? ,0,Nikon_coolpix_4300.txt,
do n't let my five star rating fool you . ,0,Nikon_coolpix_4300.txt,
the nikon coolpix 4300 deserves six . ,0,Nikon_coolpix_4300.txt,
i got this camera about a month ago and i can 't put it down . ,1,Nikon_coolpix_4300.txt,camera[+3]
"i was considering buying the minolta f-100 and the sony dsc-p 9 , but at the camera shop , realized this one went above and beyond . ",0,Nikon_coolpix_4300.txt,
i selected the 4300 right away and have gotten high quality pictures every time . ,1,Nikon_coolpix_4300.txt,picture quality[+2]
autofocus feels exactly like my film camera while scene and manual mode add a little fun challenge to it all . ,1,Nikon_coolpix_4300.txt,"autofocus[+1],scene mode[+1],manual mode[+1]"
i would also recommend buying an extra battery and at least a 128 mb compact flash type i memory card . ,0,Nikon_coolpix_4300.txt,
buy this camera and savour it . ,0,Nikon_coolpix_4300.txt,
i reviewed several digital cameras before settling on this one . ,0,Nikon_coolpix_4300.txt,
this one was rated very high by several people check out this site and epinions.com . ,0,Nikon_coolpix_4300.txt,
i have not been disappointed with my purchase . ,1,Nikon_coolpix_4300.txt,camera[+2][p]
picture quality in outdoor settings is indistinguishable from 35mm . ,1,Nikon_coolpix_4300.txt,picture quality[+2]
"on average , indoor shots with a flash are not quite as good as 35mm . ",1,Nikon_coolpix_4300.txt,indoor shot[-2]
"however , the convenience of using digital far outweighs the slightly less accurate indoor pictures . ",0,Nikon_coolpix_4300.txt,
i am extremely satisfied with this camera . ,1,Nikon_coolpix_4300.txt,camera[+3]
i purchased it from amazon on a since discontinued promotion . ,0,Nikon_coolpix_4300.txt,
buy an extra battery - life is good but still somewhat short . ,0,Nikon_coolpix_4300.txt,
do n't buy this camera if you are not going to purchase a 128 megabyte card . ,0,Nikon_coolpix_4300.txt,
you need the storage to hold a decent amount of shots at 4 megapixel resolution . ,0,Nikon_coolpix_4300.txt,
i have one thing to say to the numbskulls who complain that this camera 's controls are confusing and hard to remember : ,0,Nikon_coolpix_4300.txt,
read the directions ! ,0,Nikon_coolpix_4300.txt,
the regular mode in this camera works for 80 % of settings . ,0,Nikon_coolpix_4300.txt,
"the "" scene "" mode works well for the remainder of shots that are not going to be in a "" regular "" setting . ",1,Nikon_coolpix_4300.txt,scene mode[+2]
i wish the camera had a higher optical zoom so that i could take better wildlife photos . ,0,Nikon_coolpix_4300.txt,
"however , its 3x optical setting is acceptable for 70 % of the shots that i take . ",1,Nikon_coolpix_4300.txt,optical setting[+1]
"buy this camera , you wo n't regret it . ",0,Nikon_coolpix_4300.txt,
"if you 're looking for a small , compact , super resolution digital camera , you can end your search with the nikon 4300 ! ",1,Nikon_coolpix_4300.txt,camera[+2]
"after a lengthy and extensive journey for a feature-loaded , high performance , travel size camera , i initially gravitated to this little gem because of the superior picture quality 4 mega pixel . ",1,Nikon_coolpix_4300.txt,picture quality[+3]
"after using it for about a month , i can state unequivocably that this nikon definitely delivers a huge bang for the buck . ",1,Nikon_coolpix_4300.txt,nikon[+3]
its easy to use and the sheer fun of being able to use an array of nikon accessories like the telephoto and wide-angle lenses is the proverbial icing on the cake . ,1,Nikon_coolpix_4300.txt,"use[+1], accessory[+2]"
"yes , the picture quality and features which are too numerous to mention are unmatched for any camera in this price range . ",1,Nikon_coolpix_4300.txt,"picture quality[+3],feature[+3]"
the design and construction are excellent -- as is the legendary quality of the nikon optics . ,1,Nikon_coolpix_4300.txt,"design[+2],construction[+2],optic[+2]"
i own a 35mm slr camera and this is my second digital . ,0,Nikon_coolpix_4300.txt,
"if you 're seeking that elusive state of photographic euphoria that is free of buyer 's remorse and filled with cool , then travel to the world of the coolpix 4300 ! ",0,Nikon_coolpix_4300.txt,
had it for a week . ,0,Nikon_coolpix_4300.txt,
"there are so many functions in this little , yet powerful camera ! ",1,Nikon_coolpix_4300.txt,camera[+2]
seriously ! i love it ! ,1,Nikon_coolpix_4300.txt,camera[+3][p]
"my room is so dark and when i tried taking pics of it with my old camera , they came out black , but with this , they look the same in the picture as in real life . ",0,Nikon_coolpix_4300.txt,
"better actually cause my carpet looks clean , lol . ",0,Nikon_coolpix_4300.txt,
but this camera is great ! ,1,Nikon_coolpix_4300.txt,camera[+2]
the picture quality is amazing and you can connect it to your tv and could make silent movies that way if you wanted to . ,1,Nikon_coolpix_4300.txt,"picture quality[+3],movie[+1]"
"i can 't connect it to my computer though , but that 's a problem with windows me , not the camera . ",0,Nikon_coolpix_4300.txt,
